Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
MT-ND5	MTND5, NAD5, ND5	ENSG00000198786	Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	P03915	MT	12337-14148	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins	Electron transport, Respiratory chain, Transport	Translocase	Disease variant, Leber hereditary optic neuropathy, Leigh syndrome, MELAS syndrome, Primary mitochondrial disease	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		brain: 25147.7;heart muscle: 26116.9;skeletal muscle: 25697.4	Cell type enriched	Detected in all	4	Cardiomyocytes: 32207.3	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Breast - Adipocytes (Breast), Lung - Alveolar cells type 2	Low region specificity	Detected in all			Low region specificity	Detected in all													Cluster 41: Basophils - Cellular respiration	Cluster 39: Non-specific - Mitochondria	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 77: Cardiomyocytes - Muscle contraction				unprognostic (2.87e-1)	unprognostic (3.18e-2)	unprognostic (3.00e-1)	unprognostic (1.53e-1)	unprognostic (2.99e-1)	unprognostic (1.30e-1)	unprognostic (1.07e-3)	unprognostic (5.09e-3)	unprognostic (1.06e-2)	unprognostic (3.01e-1)	unprognostic (3.29e-3)	unprognostic (4.78e-2)	prognostic favorable (7.31e-5)	unprognostic (9.93e-3)	unprognostic (8.75e-2)	unprognostic (1.26e-2)	unprognostic (3.68e-2)	Cardiomyocytes
LRRC10	HRLRRP, LRRC10A	ENSG00000198812	Leucine rich repeat containing 10	Q5BKY1	12	69608564-69610907	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in single	55	heart muscle: 40.0	Cell type enriched	Detected in some	43	Cardiomyocytes: 47.7	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Heart muscle - Cardiomyocytes	Not detected	Not detected			Not detected	Not detected														Cluster 44: Heart - Cardiac muscle contraction	Cluster 40: Non-specific - Enzymes	Cluster 77: Cardiomyocytes - Muscle contraction								unprognostic (3.76e-4)										unprognostic (4.59e-1)			Cardiomyocytes
METTL11B	C1orf184, HOMT1B	ENSG00000203740	Methyltransferase like 11B	Q5VVY1	1	170145959-170168866	Enzymes, Predicted intracellular proteins		Methyltransferase, Transferase		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	5	heart muscle: 1.7;skeletal muscle: 1.0	Cell type enriched	Detected in some	8	Cardiomyocytes: 8.5	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Heart muscle - Cardiomyocytes	Low region specificity	Detected in many			Low region specificity	Detected in all			HPA028049	Uncertain										Cluster 38: Heart - Muscle contraction	Cluster 29: TT & NCI-H1385 - Synaptic signal transduction	Cluster 77: Cardiomyocytes - Muscle contraction			HPA028049: AB_10610139	unprognostic (1.12e-1)	unprognostic (2.57e-1)	unprognostic (5.62e-2)		unprognostic (7.59e-2)	unprognostic (7.25e-2)		unprognostic (1.19e-1)	unprognostic (8.68e-2)	unprognostic (5.24e-2)	unprognostic (2.76e-3)			unprognostic (5.43e-2)	unprognostic (4.56e-1)		unprognostic (5.79e-4)	Cardiomyocytes
RBM20		ENSG00000203867	RNA binding motif protein 20	Q5T481	10	110644336-110839468	Disease related genes, Human disease related genes, Predicted intracellular proteins	mRNA processing, mRNA splicing	RNA-binding	Cardiomyopathy, Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		heart muscle: 40.8;pancreas: 20.2	Cell type enriched	Detected in some	10	Cardiomyocytes: 183.4	Low cancer specificity	Detected in some			Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Neuroblastoma: 10.6	Heart muscle - Cardiomyocytes, Lung - Respiratory ciliated cells	Low region specificity	Detected in single							HPA035806, HPA070358	Approved		Approved	Nucleoplasm,Nucleoli,Golgi apparatus,Cytokinetic bridge		Yes	No				Cluster 38: Heart - Muscle contraction	Cluster 21: Neuroblastoma - Neuronal signaling	Cluster 77: Cardiomyocytes - Muscle contraction	Nucleoplasm, Golgi apparatus	Nucleoli, Cytokinetic bridge	HPA035806: AB_10672097, HPA070358: 	unprognostic (2.43e-1)	unprognostic (8.24e-3)	unprognostic (5.81e-2)	unprognostic (1.27e-2)	unprognostic (1.03e-1)	unprognostic (2.03e-2)	unprognostic (2.75e-2)	unprognostic (5.47e-3)	unprognostic (1.33e-1)	unprognostic (2.78e-2)	unprognostic (4.14e-3)	unprognostic (1.44e-1)	unprognostic (2.39e-3)	unprognostic (3.34e-1)	unprognostic (3.35e-2)	unprognostic (1.20e-1)	unprognostic (6.46e-2)	Cardiomyocytes
TECRL	DKFZp313B2333, DKFZp313D0829, GPSN2L, SRD5A2L2, TERL	ENSG00000205678	Trans-2,3-enoyl-CoA reductase like	Q5HYJ1	4	64275257-64409468	Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins		Oxidoreductase	Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in some	10	heart muscle: 554.3	Cell type enriched	Detected in some	67	Cardiomyocytes: 2536.7	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	98	Rhabdoid: 50.5	Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes	Not detected	Not detected			Not detected	Not detected														Cluster 44: Heart - Cardiac muscle contraction	Cluster 34: Rabdoid cancer - Embryonic development	Cluster 77: Cardiomyocytes - Muscle contraction																					Cardiomyocytes
MT-ND4L	MTND4L, NAD4L, ND4L	ENSG00000212907	Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	P03901	MT	10470-10766	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins	Electron transport, Respiratory chain, Transport	Translocase	Disease variant, Leber hereditary optic neuropathy, Primary mitochondrial disease	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		brain: 132930.7;heart muscle: 145078.7	Cell type enriched	Detected in all	5	Cardiomyocytes: 27304.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			HPA075648			Approved	Centrosome,Mitochondria,Cytosol						Cluster 41: Basophils - Cellular respiration	Cluster 39: Non-specific - Mitochondria	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 77: Cardiomyocytes - Muscle contraction	Mitochondria	Centrosome, Cytosol	HPA075648: AB_2686760	unprognostic (5.81e-2)	unprognostic (3.46e-2)	unprognostic (2.76e-2)	unprognostic (7.91e-2)	unprognostic (5.64e-2)	unprognostic (1.05e-1)	prognostic favorable (4.47e-4)	unprognostic (1.97e-1)	unprognostic (4.04e-2)	unprognostic (4.63e-3)	unprognostic (6.61e-2)	unprognostic (7.38e-3)	unprognostic (1.39e-1)	unprognostic (3.09e-1)	unprognostic (3.73e-1)	unprognostic (2.97e-2)	unprognostic (5.68e-2)	Cardiomyocytes
LINGO4	LRRN6D	ENSG00000213171	Leucine rich repeat and Ig domain containing 4	Q6UY18	1	151800264-151805419	Predicted membrane proteins				Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enhanced	Detected in some		skeletal muscle: 21.3;tongue: 5.6	Cell type enriched	Detected in single	4	Cardiomyocytes: 1.3	Low cancer specificity	Detected in some			Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Heart muscle - Cardiomyocytes	Group enriched	Detected in many	4	cerebellum: 1.8;hypothalamus: 1.0;midbrain: 2.7;pons and medulla: 4.0;thalamus: 1.4	Region enriched	Detected in many	7	spinal cord: 19.7	HPA060781	Uncertain		Uncertain	Golgi apparatus,Vesicles							Cluster 80: Striated muscle - Unknown function	Cluster 54: Lymphoma - Cytokine signaling	Cluster 77: Cardiomyocytes - Muscle contraction	Golgi apparatus, Vesicles		HPA060781: AB_2684361	unprognostic (2.71e-2)	unprognostic (1.98e-1)	unprognostic (1.33e-3)	unprognostic (1.96e-1)	unprognostic (8.65e-2)	unprognostic (3.16e-2)	unprognostic (1.49e-5)	unprognostic (1.14e-1)	unprognostic (2.04e-1)	unprognostic (2.39e-1)	unprognostic (1.94e-4)	unprognostic (6.92e-2)	unprognostic (3.94e-4)	unprognostic (3.84e-1)	unprognostic (1.65e-1)	unprognostic (7.06e-2)	unprognostic (5.60e-2)	Cardiomyocytes
SMCO1	C3orf43, DKFZp313B0440, FLJ41923	ENSG00000214097	Single-pass membrane protein with coiled-coil domains 1	Q147U7	3	196506879-196515346	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	41	heart muscle: 41.5;skeletal muscle: 149.2;tongue: 107.0	Cell type enriched	Detected in some	4	Cardiomyocytes: 120.4	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes, Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Low region specificity	Detected in all			HPA061937			Approved	Endoplasmic reticulum,Golgi apparatus						Cluster 40: NK-cells - Unknown function	Cluster 13: Striated muscle - Muscle contraction	Cluster 44: Myeloma - Humoral immune response	Cluster 77: Cardiomyocytes - Muscle contraction	Golgi apparatus	Endoplasmic reticulum	HPA061937: AB_2684642	unprognostic (4.86e-2)	unprognostic (1.62e-1)		unprognostic (1.51e-2)	unprognostic (6.08e-2)	unprognostic (1.72e-2)		unprognostic (1.73e-1)		unprognostic (3.25e-1)	unprognostic (1.64e-1)	unprognostic (1.94e-2)		unprognostic (2.95e-1)	unprognostic (2.72e-1)	unprognostic (3.07e-2)	unprognostic (2.88e-3)	Cardiomyocytes
MYBPHL		ENSG00000221986	Myosin binding protein H like	A2RUH7	1	109292365-109307011	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	35	heart muscle: 105.8	Cell type enriched	Detected in some	5	Cardiomyocytes: 136.2	Low cancer specificity	Detected in some			Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	10	Sarcoma: 4.8		Not detected	Not detected			Low region specificity	Detected in many			HPA077633			Approved	Vesicles							Cluster 44: Heart - Cardiac muscle contraction	Cluster 42: Sarcoma - Muscle contraction	Cluster 77: Cardiomyocytes - Muscle contraction	Vesicles		HPA077633: 	unprognostic (6.07e-3)	unprognostic (1.43e-1)	unprognostic (2.78e-1)	unprognostic (1.17e-2)	unprognostic (1.47e-1)	unprognostic (1.37e-1)	unprognostic (1.80e-2)	unprognostic (1.24e-2)	unprognostic (5.53e-2)	unprognostic (5.89e-1)	unprognostic (5.22e-3)	unprognostic (4.10e-1)	unprognostic (7.05e-9)	unprognostic (6.01e-2)	unprognostic (1.53e-1)	unprognostic (5.81e-2)	unprognostic (2.64e-1)	Cardiomyocytes
MTRNR2L8		ENSG00000255823	MT-RNR2 like 8	P0CJ75	11	10507894-10509186	Predicted intracellular proteins, Predicted secreted proteins				Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enhanced	Detected in many		brain: 20406.5;choroid plexus: 8122.9;skeletal muscle: 7550.7	Cell type enriched	Detected in some	37	Cardiomyocytes: 348.2	Cancer enhanced	Detected in many		stomach cancer: 6.7	Low region specificity	Detected in all			Group enriched	Detected in all	4	basophil: 3689.6;eosinophil: 2784.3;neutrophil: 9219.1	Lineage enriched	Detected in all	7	granulocytes: 9219.1	Low cancer specificity	Detected in all																	Secreted to blood					Cluster 1: Neutrophils - Mixed function	Cluster 32: Brain & Lymphoid tissue - Unknown function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 77: Cardiomyocytes - Muscle contraction				unprognostic (6.19e-2)	unprognostic (1.43e-1)	unprognostic (6.66e-2)	unprognostic (3.26e-2)	unprognostic (3.71e-2)	unprognostic (3.52e-2)	unprognostic (2.81e-2)	unprognostic (3.45e-2)	unprognostic (5.28e-2)	unprognostic (1.41e-1)	unprognostic (4.87e-2)	unprognostic (1.90e-1)	unprognostic (4.59e-2)	unprognostic (4.59e-2)	unprognostic (3.45e-2)	unprognostic (1.12e-1)	unprognostic (1.96e-2)	Cardiomyocytes
MTRNR2L1		ENSG00000256618	MT-RNR2 like 1	P0CJ68	17	22523415-22524663	Predicted intracellular proteins, Predicted secreted proteins				Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enhanced	Detected in many		brain: 20164.8;choroid plexus: 8845.1	Cell type enriched	Detected in many	38	Cardiomyocytes: 2885.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in all		neutrophil: 4804.8	Lineage enriched	Detected in all	7	granulocytes: 4804.8	Low cancer specificity	Detected in all																	Secreted to blood					Cluster 1: Neutrophils - Mixed function	Cluster 32: Brain & Lymphoid tissue - Unknown function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 77: Cardiomyocytes - Muscle contraction				unprognostic (2.31e-2)	unprognostic (1.50e-1)	unprognostic (1.08e-1)	unprognostic (4.41e-3)	unprognostic (2.99e-2)	unprognostic (9.82e-3)	prognostic favorable (8.99e-4)	unprognostic (2.14e-1)	unprognostic (2.59e-2)	unprognostic (1.48e-2)	unprognostic (2.42e-2)	unprognostic (1.63e-2)	unprognostic (2.56e-2)	unprognostic (3.35e-2)	unprognostic (1.64e-1)	unprognostic (1.49e-2)	unprognostic (5.21e-3)	Cardiomyocytes
MYZAP	GCOM1, Gup, Gup1, MYOZAP	ENSG00000263155	Myocardial zonula adherens protein	P0CAP1	15	57591904-57685364	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	7	heart muscle: 588.9	Cell type enriched	Detected in many	8	Cardiomyocytes: 543.7	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Immune cell enhanced	Detected in some		naive B-cell: 3.4;naive CD4 T-cell: 2.0	Low lineage specificity	Detected in many			Cancer enhanced	Detected in many		Bile duct cancer: 14.9	Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Prostate - Smooth muscle cells, Thyroid - Fibroblasts									HPA039827	Approved									Cluster 21: B-cells - Adaptive immune response	Cluster 44: Heart - Cardiac muscle contraction	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 77: Cardiomyocytes - Muscle contraction			HPA039827: AB_10673364	unprognostic (1.30e-2)	unprognostic (1.25e-1)	unprognostic (2.44e-1)	unprognostic (1.66e-1)	unprognostic (9.26e-3)	unprognostic (1.49e-1)	unprognostic (6.10e-3)	unprognostic (5.19e-2)	unprognostic (8.92e-2)	unprognostic (2.30e-2)	unprognostic (1.26e-1)	unprognostic (9.67e-2)	unprognostic (1.44e-1)	unprognostic (1.12e-1)	unprognostic (1.07e-1)	unprognostic (3.86e-2)	unprognostic (1.77e-2)	Cardiomyocytes
MTRNR2L12		ENSG00000269028	MT-RNR2 like 12	P0DMP1	3	96617188-96618236	Predicted intracellular proteins, Predicted secreted proteins				Evidence at transcript level	Evidence at transcript level	No human protein/transcript evidence	Evidence at transcript level	Tissue enhanced	Detected in many		brain: 125442.5;choroid plexus: 60537.0	Cell type enriched	Detected in some	18	Cardiomyocytes: 447.5	Cancer enhanced	Detected in all		stomach cancer: 14.6	Low region specificity	Detected in all			Immune cell enhanced	Detected in all		neutrophil: 23357.3	Lineage enriched	Detected in all	7	granulocytes: 23357.3	Low cancer specificity	Detected in all																	Secreted to blood					Cluster 1: Neutrophils - Mixed function	Cluster 32: Brain & Lymphoid tissue - Unknown function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 77: Cardiomyocytes - Muscle contraction				unprognostic (3.79e-2)	unprognostic (1.05e-1)	unprognostic (1.88e-2)	unprognostic (1.37e-1)	unprognostic (1.09e-1)	unprognostic (9.76e-3)	unprognostic (1.69e-3)	unprognostic (1.81e-2)	unprognostic (7.77e-2)	unprognostic (3.55e-2)	unprognostic (2.08e-2)	unprognostic (4.90e-2)	unprognostic (9.59e-3)	unprognostic (1.81e-2)	unprognostic (2.61e-1)	unprognostic (2.08e-1)	unprognostic (1.85e-2)	Cardiomyocytes
SNURF		ENSG00000273173	SNRPN upstream reading frame	Q9Y675	15	24954986-24977850	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		skeletal muscle: 62.9	Cell type enriched	Detected in many	4	Cardiomyocytes: 40.1	Low cancer specificity	Detected in some			Low region specificity	Detected in many			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all												HPA065733			Supported	Nuclear speckles						Cluster 35: T-regs - Unknown function	Cluster 54: Non-specific - Microtubule organization	Cluster 45: Non-specific - Cell proliferation	Cluster 77: Cardiomyocytes - Muscle contraction	Nuclear speckles		HPA065733: AB_2685548	unprognostic (2.08e-1)	unprognostic (2.88e-2)	unprognostic (6.82e-2)	unprognostic (4.59e-3)	unprognostic (4.03e-2)	unprognostic (1.40e-3)	unprognostic (4.39e-2)	unprognostic (6.89e-3)	unprognostic (1.56e-2)	unprognostic (6.74e-2)	unprognostic (8.91e-4)	unprognostic (3.77e-1)	unprognostic (1.77e-2)	unprognostic (6.04e-2)	unprognostic (1.06e-1)	unprognostic (1.45e-1)	unprognostic (1.12e-2)	Cardiomyocytes
